id,name,color,rarity,type,target,cost,overall_coverage_status,mechanism_categories,covered_categories,partial_categories,gap_categories,keywords,semanticTags,semanticSignals,internal_source_profile,description,upgrade_descriptions,coverage_notes
CARD.CLUMSY,笨拙,colorless,Curse,Curse,None,,gap,card_modifier_or_enchantment|effect_profile_granularity_gap|ethereal|hard_rule_constraint_gap|status_or_curse_penalty_gap,ethereal,card_modifier_or_enchantment,effect_profile_granularity_gap|hard_rule_constraint_gap|status_or_curse_penalty_gap,Ethereal|Unplayable,ethereal|unplayable,{},"{""adds_keyword_or_modifier"": false, ""catalog_id"": ""clumsy"", ""class_name"": ""Clumsy"", ""commands"": [], ""creates_clone"": false, ""creates_specific_card"": false, ""dynamic_vars"": [], ""powers"": [], ""sets_energy_cost"": false, ""sets_replay"": false, ""source_available"": true, ""source_path"": ""src/Core/Models/Cards/Clumsy.cs"", ""tags"": [""curse"", ""ethereal"", ""unplayable""], ""uses_card_select_from_hand"": false, ""uses_discard_pile"": false, ""uses_draw_pile"": false, ""uses_exhaust_pile"": false, ""uses_hand_pile"": false, ""uses_top_of_pile"": false, ""uses_upgrade_select_from_hand"": false}","不能被打出。
虚无。",[],card_modifier_or_enchantment: 已有 runtime 附魔/腐化/重放解析；但“给另一张牌添加附魔”的预效果仍需 typed 化。 || effect_profile_granularity_gap: 已有 upgrade_card/exhaust_other/transform_card/AddGeneratedCardToCombat 等粗粒度内部 ID，但缺 zone/scope/filter/duration/destination/modifier/count 参数；不能靠描述文本正则补主路径。 || hard_rule_constraint_gap: 不能打出、必须优先、出牌数限制等硬规则缺 typed constraint token/metric。 || status_or_curse_penalty_gap: 灼伤/遗憾/虚空/普通/懒惰等抽到/回合末/出牌限制惩罚缺统一触发器 profile。
CARD.CURSE_OF_THE_BELL,铃铛的诅咒,colorless,Curse,Curse,None,,gap,card_modifier_or_enchantment|effect_profile_granularity_gap|hard_rule_constraint_gap|status_or_curse_penalty_gap,,card_modifier_or_enchantment,effect_profile_granularity_gap|hard_rule_constraint_gap|status_or_curse_penalty_gap,Eternal|Unplayable,eternal|unplayable,{},"{""adds_keyword_or_modifier"": false, ""catalog_id"": ""curse_of_the_bell"", ""class_name"": ""CurseOfTheBell"", ""commands"": [], ""creates_clone"": false, ""creates_specific_card"": false, ""dynamic_vars"": [], ""powers"": [], ""sets_energy_cost"": false, ""sets_replay"": false, ""source_available"": true, ""source_path"": ""src/Core/Models/Cards/CurseOfTheBell.cs"", ""tags"": [""curse"", ""unplayable""], ""uses_card_select_from_hand"": false, ""uses_discard_pile"": false, ""uses_draw_pile"": false, ""uses_exhaust_pile"": false, ""uses_hand_pile"": false, ""uses_top_of_pile"": false, ""uses_upgrade_select_from_hand"": false}","不能被打出。
永恒。",[],card_modifier_or_enchantment: 已有 runtime 附魔/腐化/重放解析；但“给另一张牌添加附魔”的预效果仍需 typed 化。 || effect_profile_granularity_gap: 已有 upgrade_card/exhaust_other/transform_card/AddGeneratedCardToCombat 等粗粒度内部 ID，但缺 zone/scope/filter/duration/destination/modifier/count 参数；不能靠描述文本正则补主路径。 || hard_rule_constraint_gap: 不能打出、必须优先、出牌数限制等硬规则缺 typed constraint token/metric。 || status_or_curse_penalty_gap: 灼伤/遗憾/虚空/普通/懒惰等抽到/回合末/出牌限制惩罚缺统一触发器 profile。
CARD.DEBT,债务,colorless,Curse,Curse,None,,gap,hard_rule_constraint_gap|hp_or_self_cost|potion_or_gold_gain|status_or_curse_penalty_gap|turn_or_delayed_rule,hp_or_self_cost|potion_or_gold_gain,turn_or_delayed_rule,hard_rule_constraint_gap|status_or_curse_penalty_gap,Unplayable,unplayable,{},"{""adds_keyword_or_modifier"": false, ""catalog_id"": ""debt"", ""class_name"": ""Debt"", ""commands"": [""LoseGold""], ""creates_clone"": false, ""creates_specific_card"": false, ""dynamic_vars"": [""GoldVar""], ""powers"": [], ""sets_energy_cost"": false, ""sets_replay"": false, ""source_available"": true, ""source_path"": ""src/Core/Models/Cards/Debt.cs"", ""tags"": [""curse"", ""gold_gen"", ""unplayable""], ""uses_card_select_from_hand"": false, ""uses_discard_pile"": false, ""uses_draw_pile"": false, ""uses_exhaust_pile"": false, ""uses_hand_pile"": false, ""uses_top_of_pile"": false, ""uses_upgrade_select_from_hand"": false}","不能被打出。
在你的回合结束时，如果这张牌在你的手牌中，则失去10金币。",[],hard_rule_constraint_gap: 不能打出、必须优先、出牌数限制等硬规则缺 typed constraint token/metric。 || status_or_curse_penalty_gap: 灼伤/遗憾/虚空/普通/懒惰等抽到/回合末/出牌限制惩罚缺统一触发器 profile。 || turn_or_delayed_rule: 本回合/下回合/每当/回合开始类规则可见但还不是统一 temporal rule token。
CARD.DECAY,腐朽,colorless,Curse,Curse,None,,gap,damage|hard_rule_constraint_gap|hp_or_self_cost|status_or_curse_penalty_gap|turn_or_delayed_rule,damage|hp_or_self_cost,turn_or_delayed_rule,hard_rule_constraint_gap|status_or_curse_penalty_gap,Unplayable,hp_loss|unplayable,"{""hpLoss"": 2}","{""adds_keyword_or_modifier"": false, ""catalog_id"": ""decay"", ""class_name"": ""Decay"", ""commands"": [], ""creates_clone"": false, ""creates_specific_card"": false, ""dynamic_vars"": [""DamageVar""], ""powers"": [], ""sets_energy_cost"": false, ""sets_replay"": false, ""source_available"": true, ""source_path"": ""src/Core/Models/Cards/Decay.cs"", ""tags"": [""curse"", ""damage"", ""unplayable""], ""uses_card_select_from_hand"": false, ""uses_discard_pile"": false, ""uses_draw_pile"": false, ""uses_exhaust_pile"": false, ""uses_hand_pile"": false, ""uses_top_of_pile"": false, ""uses_upgrade_select_from_hand"": false}","不能被打出。
在你的回合结束时，如果这张牌在你的手牌中, 你受到2点伤害。",[],hard_rule_constraint_gap: 不能打出、必须优先、出牌数限制等硬规则缺 typed constraint token/metric。 || status_or_curse_penalty_gap: 灼伤/遗憾/虚空/普通/懒惰等抽到/回合末/出牌限制惩罚缺统一触发器 profile。 || turn_or_delayed_rule: 本回合/下回合/每当/回合开始类规则可见但还不是统一 temporal rule token。
CARD.DOUBT,疑虑,colorless,Curse,Curse,None,,gap,debuff|global_rule_power|hard_rule_constraint_gap|status_or_curse_penalty_gap|turn_or_delayed_rule,debuff,global_rule_power|turn_or_delayed_rule,hard_rule_constraint_gap|status_or_curse_penalty_gap,Unplayable,apply_weak|unplayable,{},"{""adds_keyword_or_modifier"": false, ""catalog_id"": ""doubt"", ""class_name"": ""Doubt"", ""commands"": [""Apply""], ""creates_clone"": false, ""creates_specific_card"": false, ""dynamic_vars"": [""PowerVar""], ""powers"": [""WeakPower""], ""sets_energy_cost"": false, ""sets_replay"": false, ""source_available"": true, ""source_path"": ""src/Core/Models/Cards/Doubt.cs"", ""tags"": [""curse"", ""unplayable"", ""weak""], ""uses_card_select_from_hand"": false, ""uses_discard_pile"": false, ""uses_draw_pile"": false, ""uses_exhaust_pile"": false, ""uses_hand_pile"": false, ""uses_top_of_pile"": false, ""uses_upgrade_select_from_hand"": false}","不能被打出。
在你的回合结束时，如果这张牌在你的手牌中，获得1层虚弱。",[],global_rule_power: 腐化/黑暗之拥/怀旧等会改写未来规则；可见但最好变成 rule-transition token。 || hard_rule_constraint_gap: 不能打出、必须优先、出牌数限制等硬规则缺 typed constraint token/metric。 || status_or_curse_penalty_gap: 灼伤/遗憾/虚空/普通/懒惰等抽到/回合末/出牌限制惩罚缺统一触发器 profile。 || turn_or_delayed_rule: 本回合/下回合/每当/回合开始类规则可见但还不是统一 temporal rule token。
CARD.ENTHRALLED,执迷,colorless,Curse,Curse,None,2,gap,card_modifier_or_enchantment|effect_profile_granularity_gap|hard_rule_constraint_gap|status_or_curse_penalty_gap,,card_modifier_or_enchantment,effect_profile_granularity_gap|hard_rule_constraint_gap|status_or_curse_penalty_gap,Eternal,eternal,{},"{""adds_keyword_or_modifier"": false, ""catalog_id"": ""enthralled"", ""class_name"": ""Enthralled"", ""commands"": [], ""creates_clone"": false, ""creates_specific_card"": false, ""dynamic_vars"": [], ""powers"": [], ""sets_energy_cost"": false, ""sets_replay"": false, ""source_available"": true, ""source_path"": ""src/Core/Models/Cards/Enthralled.cs"", ""tags"": [""curse""], ""uses_card_select_from_hand"": false, ""uses_discard_pile"": false, ""uses_draw_pile"": false, ""uses_exhaust_pile"": false, ""uses_hand_pile"": true, ""uses_top_of_pile"": false, ""uses_upgrade_select_from_hand"": false}","如果这张牌在你的手牌中，你必须优先打出这张牌。
永恒。",[],card_modifier_or_enchantment: 已有 runtime 附魔/腐化/重放解析；但“给另一张牌添加附魔”的预效果仍需 typed 化。 || effect_profile_granularity_gap: 已有 upgrade_card/exhaust_other/transform_card/AddGeneratedCardToCombat 等粗粒度内部 ID，但缺 zone/scope/filter/duration/destination/modifier/count 参数；不能靠描述文本正则补主路径。 || hard_rule_constraint_gap: 不能打出、必须优先、出牌数限制等硬规则缺 typed constraint token/metric。 || status_or_curse_penalty_gap: 灼伤/遗憾/虚空/普通/懒惰等抽到/回合末/出牌限制惩罚缺统一触发器 profile。
CARD.FOLLY,愚行,colorless,Curse,Curse,None,,gap,card_modifier_or_enchantment|effect_profile_granularity_gap|ethereal|hard_rule_constraint_gap|status_or_curse_penalty_gap,ethereal,card_modifier_or_enchantment,effect_profile_granularity_gap|hard_rule_constraint_gap|status_or_curse_penalty_gap,Eternal|Ethereal|Innate|Unplayable,eternal|ethereal|innate|unplayable,{},"{""adds_keyword_or_modifier"": false, ""catalog_id"": ""folly"", ""class_name"": ""Folly"", ""commands"": [], ""creates_clone"": false, ""creates_specific_card"": false, ""dynamic_vars"": [], ""powers"": [], ""sets_energy_cost"": false, ""sets_replay"": false, ""source_available"": true, ""source_path"": ""src/Core/Models/Cards/Folly.cs"", ""tags"": [""curse"", ""innate"", ""unplayable""], ""uses_card_select_from_hand"": false, ""uses_discard_pile"": false, ""uses_draw_pile"": false, ""uses_exhaust_pile"": false, ""uses_hand_pile"": false, ""uses_top_of_pile"": false, ""uses_upgrade_select_from_hand"": false}","不能被打出。
固有。
虚无。
永恒。",[],card_modifier_or_enchantment: 已有 runtime 附魔/腐化/重放解析；但“给另一张牌添加附魔”的预效果仍需 typed 化。 || effect_profile_granularity_gap: 已有 upgrade_card/exhaust_other/transform_card/AddGeneratedCardToCombat 等粗粒度内部 ID，但缺 zone/scope/filter/duration/destination/modifier/count 参数；不能靠描述文本正则补主路径。 || hard_rule_constraint_gap: 不能打出、必须优先、出牌数限制等硬规则缺 typed constraint token/metric。 || status_or_curse_penalty_gap: 灼伤/遗憾/虚空/普通/懒惰等抽到/回合末/出牌限制惩罚缺统一触发器 profile。
CARD.GREED,贪婪,colorless,Curse,Curse,None,,gap,card_modifier_or_enchantment|effect_profile_granularity_gap|hard_rule_constraint_gap|status_or_curse_penalty_gap,,card_modifier_or_enchantment,effect_profile_granularity_gap|hard_rule_constraint_gap|status_or_curse_penalty_gap,Eternal|Unplayable,eternal|unplayable,{},"{""adds_keyword_or_modifier"": false, ""catalog_id"": ""greed"", ""class_name"": ""Greed"", ""commands"": [], ""creates_clone"": false, ""creates_specific_card"": false, ""dynamic_vars"": [], ""powers"": [], ""sets_energy_cost"": false, ""sets_replay"": false, ""source_available"": true, ""source_path"": ""src/Core/Models/Cards/Greed.cs"", ""tags"": [""curse"", ""unplayable""], ""uses_card_select_from_hand"": false, ""uses_discard_pile"": false, ""uses_draw_pile"": false, ""uses_exhaust_pile"": false, ""uses_hand_pile"": false, ""uses_top_of_pile"": false, ""uses_upgrade_select_from_hand"": false}","不能被打出。
永恒。",[],card_modifier_or_enchantment: 已有 runtime 附魔/腐化/重放解析；但“给另一张牌添加附魔”的预效果仍需 typed 化。 || effect_profile_granularity_gap: 已有 upgrade_card/exhaust_other/transform_card/AddGeneratedCardToCombat 等粗粒度内部 ID，但缺 zone/scope/filter/duration/destination/modifier/count 参数；不能靠描述文本正则补主路径。 || hard_rule_constraint_gap: 不能打出、必须优先、出牌数限制等硬规则缺 typed constraint token/metric。 || status_or_curse_penalty_gap: 灼伤/遗憾/虚空/普通/懒惰等抽到/回合末/出牌限制惩罚缺统一触发器 profile。
CARD.GUILTY,愧疚,colorless,Curse,Curse,None,,gap,hard_rule_constraint_gap|remove_card|status_or_curse_penalty_gap,,remove_card,hard_rule_constraint_gap|status_or_curse_penalty_gap,Unplayable,remove_card|unplayable,{},"{""adds_keyword_or_modifier"": false, ""catalog_id"": ""guilty"", ""class_name"": ""Guilty"", ""commands"": [""RemoveFromDeck""], ""creates_clone"": false, ""creates_specific_card"": false, ""dynamic_vars"": [""DynamicVar""], ""powers"": [], ""sets_energy_cost"": false, ""sets_replay"": false, ""source_available"": true, ""source_path"": ""src/Core/Models/Cards/Guilty.cs"", ""tags"": [""curse"", ""unplayable""], ""uses_card_select_from_hand"": false, ""uses_discard_pile"": false, ""uses_draw_pile"": false, ""uses_exhaust_pile"": false, ""uses_hand_pile"": false, ""uses_top_of_pile"": false, ""uses_upgrade_select_from_hand"": false}","不能被打出。
在5场战斗后从你的牌组中移除。",[],hard_rule_constraint_gap: 不能打出、必须优先、出牌数限制等硬规则缺 typed constraint token/metric。 || remove_card: 删除/移除类对长期 deck 影响可见但缺统一 deck delta profile。 || status_or_curse_penalty_gap: 灼伤/遗憾/虚空/普通/懒惰等抽到/回合末/出牌限制惩罚缺统一触发器 profile。
CARD.INJURY,受伤,colorless,Curse,Curse,None,,gap,hard_rule_constraint_gap|status_or_curse_penalty_gap,,,hard_rule_constraint_gap|status_or_curse_penalty_gap,Unplayable,unplayable,{},"{""adds_keyword_or_modifier"": false, ""catalog_id"": ""injury"", ""class_name"": ""Injury"", ""commands"": [], ""creates_clone"": false, ""creates_specific_card"": false, ""dynamic_vars"": [], ""powers"": [], ""sets_energy_cost"": false, ""sets_replay"": false, ""source_available"": true, ""source_path"": ""src/Core/Models/Cards/Injury.cs"", ""tags"": [""curse"", ""unplayable""], ""uses_card_select_from_hand"": false, ""uses_discard_pile"": false, ""uses_draw_pile"": false, ""uses_exhaust_pile"": false, ""uses_hand_pile"": false, ""uses_top_of_pile"": false, ""uses_upgrade_select_from_hand"": false}",不能被打出。,[],hard_rule_constraint_gap: 不能打出、必须优先、出牌数限制等硬规则缺 typed constraint token/metric。 || status_or_curse_penalty_gap: 灼伤/遗憾/虚空/普通/懒惰等抽到/回合末/出牌限制惩罚缺统一触发器 profile。
CARD.NORMALITY,凡庸,colorless,Curse,Curse,None,,gap,hard_rule_constraint_gap|status_or_curse_penalty_gap|turn_or_delayed_rule,,turn_or_delayed_rule,hard_rule_constraint_gap|status_or_curse_penalty_gap,Unplayable,unplayable,{},"{""adds_keyword_or_modifier"": false, ""catalog_id"": ""normality"", ""class_name"": ""Normality"", ""commands"": [], ""creates_clone"": false, ""creates_specific_card"": false, ""dynamic_vars"": [""CalculatedVar"", ""CalculationBaseVar"", ""CalculationExtraVar"", ""DynamicVar""], ""powers"": [], ""sets_energy_cost"": false, ""sets_replay"": false, ""source_available"": true, ""source_path"": ""src/Core/Models/Cards/Normality.cs"", ""tags"": [""curse"", ""unplayable""], ""uses_card_select_from_hand"": false, ""uses_discard_pile"": false, ""uses_draw_pile"": false, ""uses_exhaust_pile"": false, ""uses_hand_pile"": true, ""uses_top_of_pile"": false, ""uses_upgrade_select_from_hand"": false}","不能被打出。
你在本回合不能打出超过3张牌。",[],hard_rule_constraint_gap: 不能打出、必须优先、出牌数限制等硬规则缺 typed constraint token/metric。 || status_or_curse_penalty_gap: 灼伤/遗憾/虚空/普通/懒惰等抽到/回合末/出牌限制惩罚缺统一触发器 profile。 || turn_or_delayed_rule: 本回合/下回合/每当/回合开始类规则可见但还不是统一 temporal rule token。
CARD.POOR_SLEEP,睡眠不佳,colorless,Curse,Curse,None,,gap,hard_rule_constraint_gap|retain|status_or_curse_penalty_gap,retain,,hard_rule_constraint_gap|status_or_curse_penalty_gap,Retain|Unplayable,retain|unplayable,{},"{""adds_keyword_or_modifier"": false, ""catalog_id"": ""poor_sleep"", ""class_name"": ""PoorSleep"", ""commands"": [], ""creates_clone"": false, ""creates_specific_card"": false, ""dynamic_vars"": [], ""powers"": [], ""sets_energy_cost"": false, ""sets_replay"": false, ""source_available"": true, ""source_path"": ""src/Core/Models/Cards/PoorSleep.cs"", ""tags"": [""curse"", ""retain"", ""unplayable""], ""uses_card_select_from_hand"": false, ""uses_discard_pile"": false, ""uses_draw_pile"": false, ""uses_exhaust_pile"": false, ""uses_hand_pile"": false, ""uses_top_of_pile"": false, ""uses_upgrade_select_from_hand"": false}","不能被打出。
保留。",[],hard_rule_constraint_gap: 不能打出、必须优先、出牌数限制等硬规则缺 typed constraint token/metric。 || status_or_curse_penalty_gap: 灼伤/遗憾/虚空/普通/懒惰等抽到/回合末/出牌限制惩罚缺统一触发器 profile。
CARD.REGRET,悔恨,colorless,Curse,Curse,None,,gap,hard_rule_constraint_gap|hp_or_self_cost|status_or_curse_penalty_gap|turn_or_delayed_rule,hp_or_self_cost,turn_or_delayed_rule,hard_rule_constraint_gap|status_or_curse_penalty_gap,Unplayable,unplayable,{},"{""adds_keyword_or_modifier"": false, ""catalog_id"": ""regret"", ""class_name"": ""Regret"", ""commands"": [], ""creates_clone"": false, ""creates_specific_card"": false, ""dynamic_vars"": [], ""powers"": [], ""sets_energy_cost"": false, ""sets_replay"": false, ""source_available"": true, ""source_path"": ""src/Core/Models/Cards/Regret.cs"", ""tags"": [""curse"", ""unplayable""], ""uses_card_select_from_hand"": false, ""uses_discard_pile"": false, ""uses_draw_pile"": false, ""uses_exhaust_pile"": false, ""uses_hand_pile"": true, ""uses_top_of_pile"": false, ""uses_upgrade_select_from_hand"": false}","不能被打出。
在你的回合结束时，如果这张牌在你的手牌中，失去相当于手牌数量的生命。",[],hard_rule_constraint_gap: 不能打出、必须优先、出牌数限制等硬规则缺 typed constraint token/metric。 || status_or_curse_penalty_gap: 灼伤/遗憾/虚空/普通/懒惰等抽到/回合末/出牌限制惩罚缺统一触发器 profile。 || turn_or_delayed_rule: 本回合/下回合/每当/回合开始类规则可见但还不是统一 temporal rule token。
CARD.SHAME,羞耻,colorless,Curse,Curse,None,,gap,global_rule_power|hard_rule_constraint_gap|status_or_curse_penalty_gap|turn_or_delayed_rule,,global_rule_power|turn_or_delayed_rule,hard_rule_constraint_gap|status_or_curse_penalty_gap,Unplayable,unplayable,{},"{""adds_keyword_or_modifier"": false, ""catalog_id"": ""shame"", ""class_name"": ""Shame"", ""commands"": [""Apply""], ""creates_clone"": false, ""creates_specific_card"": false, ""dynamic_vars"": [""DynamicVar""], ""powers"": [""FrailPower""], ""sets_energy_cost"": false, ""sets_replay"": false, ""source_available"": true, ""source_path"": ""src/Core/Models/Cards/Shame.cs"", ""tags"": [""curse"", ""frail"", ""unplayable""], ""uses_card_select_from_hand"": false, ""uses_discard_pile"": false, ""uses_draw_pile"": false, ""uses_exhaust_pile"": false, ""uses_hand_pile"": false, ""uses_top_of_pile"": false, ""uses_upgrade_select_from_hand"": false}","不能被打出。
在你的回合结束时，如果这张牌在你的手牌中，则获得1层脆弱。",[],global_rule_power: 腐化/黑暗之拥/怀旧等会改写未来规则；可见但最好变成 rule-transition token。 || hard_rule_constraint_gap: 不能打出、必须优先、出牌数限制等硬规则缺 typed constraint token/metric。 || status_or_curse_penalty_gap: 灼伤/遗憾/虚空/普通/懒惰等抽到/回合末/出牌限制惩罚缺统一触发器 profile。 || turn_or_delayed_rule: 本回合/下回合/每当/回合开始类规则可见但还不是统一 temporal rule token。
CARD.SPORE_MIND,孢子心灵,colorless,Curse,Curse,None,1,gap,exhaust_self|status_or_curse_penalty_gap,exhaust_self,,status_or_curse_penalty_gap,Exhaust,exhaust_self,{},"{""adds_keyword_or_modifier"": false, ""catalog_id"": ""spore_mind"", ""class_name"": ""SporeMind"", ""commands"": [], ""creates_clone"": false, ""creates_specific_card"": false, ""dynamic_vars"": [], ""powers"": [], ""sets_energy_cost"": false, ""sets_replay"": false, ""source_available"": true, ""source_path"": ""src/Core/Models/Cards/SporeMind.cs"", ""tags"": [""curse"", ""exhaust""], ""uses_card_select_from_hand"": false, ""uses_discard_pile"": false, ""uses_draw_pile"": false, ""uses_exhaust_pile"": false, ""uses_hand_pile"": false, ""uses_top_of_pile"": false, ""uses_upgrade_select_from_hand"": false}",消耗。,[],status_or_curse_penalty_gap: 灼伤/遗憾/虚空/普通/懒惰等抽到/回合末/出牌限制惩罚缺统一触发器 profile。
CARD.WRITHE,苦恼,colorless,Curse,Curse,None,,gap,hard_rule_constraint_gap|status_or_curse_penalty_gap,,,hard_rule_constraint_gap|status_or_curse_penalty_gap,Innate|Unplayable,innate|unplayable,{},"{""adds_keyword_or_modifier"": false, ""catalog_id"": ""writhe"", ""class_name"": ""Writhe"", ""commands"": [], ""creates_clone"": false, ""creates_specific_card"": false, ""dynamic_vars"": [], ""powers"": [], ""sets_energy_cost"": false, ""sets_replay"": false, ""source_available"": true, ""source_path"": ""src/Core/Models/Cards/Writhe.cs"", ""tags"": [""curse"", ""innate"", ""unplayable""], ""uses_card_select_from_hand"": false, ""uses_discard_pile"": false, ""uses_draw_pile"": false, ""uses_exhaust_pile"": false, ""uses_hand_pile"": false, ""uses_top_of_pile"": false, ""uses_upgrade_select_from_hand"": false}","不能被打出。
固有。",[],hard_rule_constraint_gap: 不能打出、必须优先、出牌数限制等硬规则缺 typed constraint token/metric。 || status_or_curse_penalty_gap: 灼伤/遗憾/虚空/普通/懒惰等抽到/回合末/出牌限制惩罚缺统一触发器 profile。
CARD.BYRD_SWOOP,异鸟扑击,colorless,Event,Attack,AnyEnemy,0,covered,damage,damage,,,,damage,"{""damage"": 14}","{""adds_keyword_or_modifier"": false, ""catalog_id"": ""byrd_swoop"", ""class_name"": ""ByrdSwoop"", ""commands"": [""Attack""], ""creates_clone"": false, ""creates_specific_card"": false, ""dynamic_vars"": [""DamageVar""], ""powers"": [], ""sets_energy_cost"": false, ""sets_replay"": false, ""source_available"": true, ""source_path"": ""src/Core/Models/Cards/ByrdSwoop.cs"", ""tags"": [""attack"", ""damage"", ""single_target""], ""uses_card_select_from_hand"": false, ""uses_discard_pile"": false, ""uses_draw_pile"": false, ""uses_exhaust_pile"": false, ""uses_hand_pile"": false, ""uses_top_of_pile"": false, ""uses_upgrade_select_from_hand"": false}",造成14点伤害。,"[{""upgrade"": 1, ""description"": ""造成18点伤害。"", ""semanticTags"": [""damage""], ""semanticSignals"": {""damage"": 18}}]",
CARD.EXTERMINATE,杀灭,colorless,Event,Attack,AllEnemies,1,covered,damage|multi_hit_or_aoe,damage|multi_hit_or_aoe,,,,aoe|aoe_damage|multi_hit,"{""damage"": 3, ""hits"": 4}","{""adds_keyword_or_modifier"": false, ""catalog_id"": ""exterminate"", ""class_name"": ""Exterminate"", ""commands"": [""Attack""], ""creates_clone"": false, ""creates_specific_card"": false, ""dynamic_vars"": [""DamageVar"", ""DynamicVar"", ""RepeatVar""], ""powers"": [], ""sets_energy_cost"": false, ""sets_replay"": false, ""source_available"": true, ""source_path"": ""src/Core/Models/Cards/Exterminate.cs"", ""tags"": [""aoe"", ""attack"", ""damage"", ""multi_hit"", ""repeat""], ""uses_card_select_from_hand"": false, ""uses_discard_pile"": false, ""uses_draw_pile"": false, ""uses_exhaust_pile"": false, ""uses_hand_pile"": false, ""uses_top_of_pile"": false, ""uses_upgrade_select_from_hand"": false}",对所有敌人造成3点伤害4次。,"[{""upgrade"": 1, ""description"": ""对所有敌人造成4点伤害4次。"", ""semanticTags"": [""aoe"", ""aoe_damage"", ""multi_hit""], ""semanticSignals"": {""damage"": 4, ""hits"": 4}}]",
CARD.PECK,啄击,colorless,Event,Attack,AnyEnemy,1,covered,damage|multi_hit_or_aoe,damage|multi_hit_or_aoe,,,,damage|multi_hit,"{""damage"": 2, ""hits"": 3}","{""adds_keyword_or_modifier"": false, ""catalog_id"": ""peck"", ""class_name"": ""Peck"", ""commands"": [""Attack""], ""creates_clone"": false, ""creates_specific_card"": false, ""dynamic_vars"": [""DamageVar"", ""DynamicVar"", ""RepeatVar""], ""powers"": [], ""sets_energy_cost"": false, ""sets_replay"": false, ""source_available"": true, ""source_path"": ""src/Core/Models/Cards/Peck.cs"", ""tags"": [""attack"", ""damage"", ""multi_hit"", ""repeat"", ""single_target""], ""uses_card_select_from_hand"": false, ""uses_discard_pile"": false, ""uses_draw_pile"": false, ""uses_exhaust_pile"": false, ""uses_hand_pile"": false, ""uses_top_of_pile"": false, ""uses_upgrade_select_from_hand"": false}",造成2点伤害3次。,"[{""upgrade"": 1, ""description"": ""造成2点伤害4次。"", ""semanticTags"": [""damage"", ""multi_hit""], ""semanticSignals"": {""damage"": 2, ""hits"": 4}}]",
CARD.SQUASH,压扁,colorless,Event,Attack,AnyEnemy,1,partial,damage|debuff|global_rule_power,damage|debuff,global_rule_power,,,apply_vulnerable|damage,"{""damage"": 10, ""vulnerable"": 2}","{""adds_keyword_or_modifier"": false, ""catalog_id"": ""squash"", ""class_name"": ""Squash"", ""commands"": [""Apply"", ""Attack""], ""creates_clone"": false, ""creates_specific_card"": false, ""dynamic_vars"": [""DamageVar"", ""DynamicVar"", ""PowerVar""], ""powers"": [""VulnerablePower""], ""sets_energy_cost"": false, ""sets_replay"": false, ""source_available"": true, ""source_path"": ""src/Core/Models/Cards/Squash.cs"", ""tags"": [""attack"", ""damage"", ""single_target"", ""vulnerable""], ""uses_card_select_from_hand"": false, ""uses_discard_pile"": false, ""uses_draw_pile"": false, ""uses_exhaust_pile"": false, ""uses_hand_pile"": false, ""uses_top_of_pile"": false, ""uses_upgrade_select_from_hand"": false}","造成10点伤害。
给予2层易伤。","[{""upgrade"": 1, ""description"": ""造成12点伤害。\n给予3层易伤。"", ""semanticTags"": [""apply_vulnerable"", ""damage""], ""semanticSignals"": {""damage"": 12, ""vulnerable"": 3}}]",global_rule_power: 腐化/黑暗之拥/怀旧等会改写未来规则；可见但最好变成 rule-transition token。
